ngram	t	p	p corrected	#members	meanM	StdevM	#nonMembers	meanN	StDevN
purchased	0.39266187	0.702067003	2.62E+04	12	48.16666667	20.35517952	37299	45.85903107	19.51197764
snuggles	0.393167116	0.702443706	2.62E+04	11	48.45454545	21.88773006	37301	45.85957481	19.51159444
survived	0.39171787	0.702744477	2.62E+04	12	48.16666667	20.40424792	37299	45.85903107	19.51196252
shown	-0.404174875	0.702789286	2.62E+04	6	41.5	26.4253666	37305	45.86047447	19.51110637
area	-0.387546502	0.702892369	2.62E+04	19	43.94736842	21.51607586	37292	45.86074761	19.51121081
remember	0.3972622	0.703003841	2.62E+04	8	48.625	19.69000834	37303	45.85918023	19.51219995
bag	0.388574487	0.703046046	2.62E+04	16	47.75	19.46107226	37296	45.85907336	19.51200695
license	-0.408351148	0.703927234	2.63E+04	5	41.2	25.51862065	37306	45.86039779	19.51145774
look	-0.380781815	0.704356026	2.63E+04	82	45.15853659	16.68774187	37229	45.86131779	19.51794761
way	-0.379453973	0.704781131	2.63E+04	186	45.34946237	18.42593427	37131	45.86356414	19.51683744
neighbors	-0.384497289	0.704876126	2.63E+04	20	43.95	22.22013075	37291	45.86079751	19.51074983
open	-0.380718529	0.705051998	2.63E+04	50	44.94	17.09088551	37261	45.86100749	19.51523288
losing	-0.384680651	0.705239826	2.63E+04	18	44	20.51685104	37293	45.8606709	19.51176294
process	0.387221023	0.705368626	2.63E+04	13	48.15384615	21.36526056	37298	45.85897367	19.51160396
responsibility	0.390499309	0.706356227	2.64E+04	9	48.77777778	22.42084843	37302	45.85906922	19.51155252
weird	0.395005227	0.706494378	2.64E+04	7	48.85714286	20.0784177	37304	45.85921081	19.5121399
happiness	0.378839138	0.706968551	2.64E+04	38	47.10526316	20.2775198	37273	45.85850347	19.51146035
loving	0.375669787	0.707390185	2.64E+04	344	46.24709302	19.11496575	36971	45.8580509	19.51629647
years	0.375402204	0.707983464	2.64E+04	128	46.515625	19.82720011	37186	45.8566396	19.51061932
messages	-0.383527806	0.708633606	2.64E+04	12	43.5	21.31793952	37299	45.86053245	19.51167239
any	0.372679982	0.710146266	2.65E+04	104	46.45192308	16.22169218	37210	45.85791454	19.52108464
prayers	0.3897429	0.710178509	2.65E+04	7	48.28571429	16.46930767	37304	45.85931804	19.51269846
shelter	0.374484856	0.711624156	2.66E+04	23	47.30434783	18.50905131	37289	45.85856419	19.51265417
greatful	0.373055789	0.712125723	2.66E+04	27	47.11111111	17.4341251	37284	45.85886707	19.51361843
green	0.374758059	0.712468834	2.66E+04	18	47.38888889	17.31418626	37293	45.85903521	19.51319212
feed	-0.381646199	0.712656506	2.66E+04	9	43.33333333	19.86202407	37302	45.86038282	19.51216033
cousins	-0.373192123	0.712740708	2.66E+04	22	44.45454545	17.66548228	37289	45.86060232	19.51323646
h	0.379786222	0.713984261	2.66E+04	9	48.66666667	22.17543686	37302	45.85909603	19.5116166
monday	0.381184687	0.714368304	2.67E+04	8	48.875	22.37624697	37303	45.85912661	19.51164861
cars	-0.391634026	0.715292671	2.67E+04	5	42.2	20.89736826	37306	45.86026376	19.51207569
unit	-0.385394294	0.715788814	2.67E+04	6	43.33333333	16.05822738	37305	45.8601796	19.51267116
regarding	0.373131781	0.716134257	2.67E+04	12	47.58333333	16.00260395	37299	45.85921875	19.51319296
terrible	-0.37492216	0.716396012	2.67E+04	10	43.6	19.0624704	37301	45.86037908	19.51234768
link	-0.374813706	0.716472334	2.67E+04	10	43.9	16.53581971	37301	45.86029865	19.51291249
freedom	-0.365294732	0.71681151	2.67E+04	41	44.7804878	18.92816974	37270	45.86096056	19.51286013
near	-0.367718804	0.716941395	2.67E+04	21	44.28571429	19.6217809	37290	45.86065969	19.51218081
colleague	0.366074203	0.71726454	2.68E+04	27	46.92592593	15.13509911	37284	45.85900118	19.51496432
cost	0.378964358	0.717759723	2.68E+04	7	49.42857143	24.91891613	37304	45.85910358	19.51122409
latte	0.374101499	0.719399716	2.68E+04	8	48.875	22.79998434	37303	45.85912661	19.51155656
think	0.358745874	0.720801839	2.69E+04	75	46.6	17.87796469	37237	45.85852781	19.51515433
meeting	0.357708436	0.721180549	2.69E+04	122	46.48360656	19.25609643	37190	45.85894058	19.51421239
finally	-0.356368496	0.722099916	2.69E+04	140	45.33571429	17.44492287	37179	45.86236854	19.51890211
discovered	0.366449054	0.722492567	2.70E+04	10	48.2	20.19790968	37301	45.85914587	19.51206951
salary	-0.369579851	0.722616741	2.70E+04	8	43.625	17.10419748	37303	45.86025253	19.51267204
contract	0.374461521	0.723414373	2.70E+04	6	49.83333333	25.99551243	37305	45.85913416	19.51119703
emergency	-0.364923064	0.72359277	2.70E+04	10	43.5	20.45184045	37301	45.86040589	19.51200506
healthier	-0.37023758	0.723914846	2.70E+04	7	43.85714286	14.3111678	37304	45.86014905	19.51298126
beach	0.357907499	0.724568773	2.70E+04	19	47.15789474	15.80528448	37293	45.85962513	19.51386286
lily	0.37219232	0.724994412	2.71E+04	6	48	14.08545349	37305	45.85942903	19.51288282
worker	-0.361324418	0.725370159	2.71E+04	11	43.63636364	20.41211761	37300	45.86042895	19.5119913
kitten	0.360396032	0.725370867	2.71E+04	12	47.75	18.16652766	37300	45.85965147	19.51259373
quiet	-0.351345887	0.726183785	2.71E+04	87	45.16091954	18.56595632	37225	45.86116857	19.51417134
snacks	-0.375530959	0.726326504	2.71E+04	5	42.6	19.41133689	37306	45.86021015	19.51224978
opportunities	0.353966614	0.726327614	2.71E+04	26	47.19230769	19.20212328	37285	45.85884404	19.51245005
lovely	0.34885642	0.727897353	2.72E+04	105	46.44761905	17.30161228	37208	45.85753064	19.5179495
light	-0.351972141	0.728727937	2.72E+04	20	44.45	17.91639943	37291	45.86052935	19.51302802
till	-0.356524367	0.728852149	2.72E+04	11	43.54545455	21.53306126	37300	45.86045576	19.51166516
held	-0.352054609	0.729121171	2.72E+04	18	43.77777778	25.09875918	37293	45.86077816	19.5093104
paycheck	-0.357040014	0.729285805	2.72E+04	10	43.7	19.13141686	37301	45.86035227	19.51233443
ocean	0.361354574	0.730213975	2.72E+04	7	48.71428571	20.90226691	37304	45.85923762	19.51200476
ball	0.358747912	0.730357111	2.73E+04	8	49	24.76172161	37303	45.8590998	19.51110364
bible	0.352001109	0.730939491	2.73E+04	13	48.53846154	27.44878681	37299	45.85846806	19.50900875
step	0.348629364	0.731007902	2.73E+04	21	47.61904762	23.13325786	37290	45.85878252	19.51010836
difficulties	-0.360016097	0.731163582	2.73E+04	7	43.28571429	18.91837102	37304	45.86025627	19.51233769
moment	0.344864949	0.731834295	2.73E+04	45	46.77777778	17.86170216	37267	45.85885636	19.51388899
born	-0.358547148	0.732209798	2.73E+04	7	42.14285714	27.43129947	37304	45.86047073	19.51067677
status	0.354082918	0.732422415	2.73E+04	9	47.88888889	17.19334497	37302	45.85928368	19.51271781
valentines	0.345760625	0.732957286	2.73E+04	22	47.13636364	17.32132035	37289	45.85902009	19.51341544
communication	-0.350454574	0.733262728	2.74E+04	11	43.90909091	18.46323127	37300	45.86034853	19.51252041
laughing	0.34353715	0.73385174	2.74E+04	28	47.21428571	20.87237611	37283	45.858756	19.5112208
beautiful	0.339526517	0.734371429	2.74E+04	440	46.16818182	18.87457429	36885	45.86072929	19.5219099
alex	-0.34251785	0.734709931	2.74E+04	27	44.7037037	17.54294689	37284	45.86061045	19.51355467
jamie	-0.357631531	0.735214185	2.74E+04	6	43.33333333	17.30510522	37305	45.8601796	19.51252828
where	0.338329478	0.7356243	2.75E+04	139	46.35971223	17.40731447	37179	45.85900643	19.51942173
purpose	0.352359534	0.736606693	2.75E+04	7	47.71428571	13.92496901	37304	45.85942526	19.51302895
cozy	0.341079455	0.736780885	2.75E+04	20	47.1	16.26394139	37291	45.8591081	19.5137716
price	0.34628544	0.73708041	2.75E+04	10	47.7	16.80641412	37301	45.85927991	19.51285983
eye	0.341768188	0.737260073	2.75E+04	16	47.1875	15.53584565	37296	45.85963642	19.51360981
parent	0.347379229	0.737264991	2.75E+04	9	48.33333333	21.36000936	37303	45.85974318	19.51186808
tries	-0.341527401	0.737775136	2.75E+04	15	44	21.09502311	37296	45.86052124	19.51162158
challenges	0.343812408	0.738104012	2.75E+04	11	48.27272727	23.28128394	37300	45.85906166	19.51112336
improved	-0.349749905	0.738446915	2.76E+04	7	44.85714286	7.581305328	37304	45.8599614	19.51360294
brothers	0.33799608	0.738566463	2.76E+04	23	47.26086957	19.88653585	37288	45.85890903	19.5120215
soccer	0.346491851	0.739149694	2.76E+04	8	48	17.47651485	37304	45.8587819	19.51262177
missed	-0.340493578	0.739363596	2.76E+04	13	44.53846154	13.99175581	37298	45.86023379	19.51378475
looking	-0.333091786	0.739989182	2.76E+04	76	45.22368421	16.65861033	37235	45.86107157	19.51758134
social	0.333085944	0.741172136	2.77E+04	34	46.91176471	18.41008888	37279	45.85957241	19.51344549
whats	0.341449832	0.741556363	2.77E+04	9	48.11111111	19.78284891	37302	45.85923007	19.51218571
river	0.346814225	0.742846961	2.77E+04	6	49	22.18107301	37305	45.85926819	19.51185266
ik	-0.351447168	0.742972147	2.77E+04	5	44	11.83215957	37306	45.86002252	19.51292503
patrick	-0.335234903	0.743751438	2.78E+04	12	43.5	24.38143854	37300	45.8597319	19.51096536
steady	-0.330809731	0.74535859	2.78E+04	16	44.5	16.44384383	37295	45.86035662	19.51339223
market	0.334195933	0.745884625	2.78E+04	10	48.3	23.09425133	37301	45.85911906	19.51129093
coworker	-0.323850872	0.746984946	2.79E+04	73	45.21917808	16.94045665	37243	45.86212174	19.51613067
size	0.330346847	0.747341413	2.79E+04	12	48.08333333	23.32169623	37299	45.85905788	19.51100152
smiled	0.329144553	0.748225007	2.79E+04	12	47.91666667	21.65203469	37299	45.8591115	19.51157492
hurt	0.325626577	0.748262021	2.79E+04	20	47.3	19.79127931	37292	45.85857557	19.51201499
home	0.320495887	0.748646101	2.80E+04	1160	46.0362069	18.02247852	36220	45.86344561	19.556912
helps	-0.320944293	0.749327928	2.80E+04	63	45.11111111	18.52906271	37248	45.86103952	19.51384648
usually	0.323587337	0.750194827	2.80E+04	18	47.72222222	24.42709575	37293	45.85887432	19.50970975
apt	-0.340856827	0.750357434	2.80E+04	5	43	18.76166304	37306	45.86015654	19.51232633
semester	-0.330878358	0.750412114	2.80E+04	8	44.25	13.76071011	37303	45.86011849	19.51318147
financially	-0.3218971	0.750865553	2.80E+04	21	44.71428571	16.30994438	37290	45.86041834	19.51383311
therapist	-0.331416866	0.751596127	2.80E+04	7	43	22.83272505	37304	45.86030989	19.51165662
struggle	-0.330997092	0.751893649	2.81E+04	7	44	14.86606875	37304	45.86012224	19.51291719
also	0.317375563	0.751942213	2.81E+04	68	46.63235294	20.09002456	37244	45.85847385	19.51094255
lift	0.329908702	0.752681107	2.81E+04	7	49.57142857	29.77055112	37304	45.85907677	19.51012539
parking	0.320235665	0.752687844	2.81E+04	18	47.22222222	18.05402206	37293	45.85911565	19.51289243
families	0.32367888	0.75284552	2.81E+04	11	47.90909091	21.00216439	37300	45.8591689	19.51182904
they	0.314792377	0.753091313	2.81E+04	374	46.16042781	18.24559694	36983	45.86172025	19.52287183
article	-0.325089403	0.753448865	2.81E+04	9	43.55555556	21.26682341	37302	45.8603292	19.51184943
nate	-0.32852956	0.753667533	2.81E+04	7	44	14.97776129	37304	45.86012224	19.51290345
flu	-0.343459206	0.753907928	2.81E+04	4	43	16.653328	37307	45.86007988	19.51246608
okay	0.31732214	0.755099278	2.82E+04	17	47.47058824	20.92282739	37295	45.86000804	19.51225398
join	0.31857182	0.755524834	2.82E+04	13	47.84615385	22.48646316	37298	45.85908092	19.51121036
joke	0.320019179	0.755535197	2.82E+04	11	47.54545455	17.47205561	37300	45.85927614	19.5127724
mothers	0.314307228	0.756895959	2.82E+04	19	47	15.81490155	37292	45.85919232	19.51387404
patient	-0.310977232	0.757034207	2.82E+04	54	45.03703704	19.44412698	37258	45.86048634	19.51230463
few	-0.309317917	0.757688849	2.83E+04	106	45.30188679	18.59399279	37206	45.86139332	19.51452183
cosy	0.328795824	0.758801644	2.83E+04	5	49.8	26.79925372	37306	45.85924516	19.5112949
tennis	0.328608264	0.75893238	2.83E+04	5	49.2	22.73103605	37306	45.85932558	19.51186356
swimming	-0.318748552	0.759211217	2.83E+04	8	44.125	15.39422433	37303	45.8601453	19.51295017
adult	-0.312530716	0.759993883	2.84E+04	13	44.69230769	13.46838654	37298	45.86018017	19.51390665
daycare	0.313938475	0.760013244	2.84E+04	11	47.36363636	15.88881825	37300	45.85932976	19.51313963
hours	-0.30516651	0.761182355	2.84E+04	68	45.08823529	20.84751697	37244	45.86035335	19.51015652
maggie	-0.323182257	0.762742276	2.85E+04	5	43.2	18.40380395	37306	45.86012974	19.51236667
died	-0.304669522	0.763354846	2.85E+04	24	44.5	21.8731521	37287	45.86064848	19.51070049
end	0.302997239	0.763584398	2.85E+04	38	46.68421053	16.77853401	37273	45.85893274	19.51478124
often	0.303775144	0.763624939	2.85E+04	28	47.07142857	21.11507899	37283	45.85886329	19.51103873
sore	0.314138657	0.764047492	2.85E+04	7	48.14285714	19.23043223	37304	45.85934484	19.51229542
movie	0.30243812	0.764052687	2.85E+04	37	46.59459459	14.77321048	37276	45.85942698	19.5158292
mentally	0.312694069	0.765090209	2.85E+04	7	47.71428571	15.6919755	37304	45.85942526	19.51281326
p	0.312608677	0.76514962	2.85E+04	7	47.42857143	13.27726306	37304	45.85947888	19.51310627
lead	-0.30457733	0.765164705	2.85E+04	15	44.4	18.56571341	37296	45.86036036	19.51260022
rather	0.303636436	0.766602817	2.86E+04	13	47.92307692	24.50667099	37298	45.8590541	19.5104248
plans	0.298840335	0.768140921	2.87E+04	21	47.04761905	18.21942971	37290	45.85910432	19.51292555
da	0.303754031	0.768216669	2.87E+04	10	47.7	19.16043377	37301	45.85927991	19.51233635
mama	-0.304508639	0.768507508	2.87E+04	9	43.88888889	19.41934888	37302	45.86024878	19.51227135
space	0.293418124	0.770042616	2.87E+04	73	46.46575342	17.5982024	37242	45.86066806	19.51591046
gorgeous	-0.296660359	0.770117731	2.87E+04	19	44.63157895	18.04996315	37292	45.86039901	19.51293517
come	-0.292154321	0.770571397	2.88E+04	150	45.42	18.46864566	37161	45.8615484	19.5163277
and	-0.291209785	0.770895248	3.05E+04	8414	45.93653435	18.75969929	31177	46.00436219	19.68124012
grandbabies	-0.304392357	0.771104719	2.88E+04	7	44	16.16580754	37304	45.86012224	19.51275095
calm	-0.291038018	0.772325142	2.88E+04	47	45.21276596	15.24429497	37264	45.86058931	19.51695385
sort	0.292700901	0.773289	2.89E+04	18	47.05555556	17.33568989	37293	45.8591961	19.51319465
skiing	0.296783091	0.773364746	2.89E+04	10	48	22.80838053	37301	45.85919949	19.51138151
shop	0.291127613	0.773558262	2.89E+04	24	46.83333333	16.38574849	37287	45.85914662	19.51403386
heather	-0.293356205	0.773877353	2.89E+04	14	44.28571429	20.0860785	37298	45.86079683	19.51196609
daily	0.289273313	0.773983976	2.89E+04	38	46.81578947	20.38395668	37273	45.85879859	19.51136692
black	-0.292827617	0.77465347	2.89E+04	13	43.92307692	23.85183969	37298	45.86044828	19.51069043
taught	0.292072993	0.774837121	2.89E+04	14	47.57142857	21.93246377	37297	45.85913076	19.51135137
enjoyed	0.286233911	0.77545379	2.89E+04	79	46.41772152	17.36309644	37233	45.8578143	19.51682364
respect	-0.28868736	0.775944188	2.90E+04	20	44.4	22.62136857	37291	45.86055617	19.51053575
beloved	0.294363406	0.775971106	2.90E+04	9	48.11111111	22.94800887	37302	45.85923007	19.51144238
got	-0.28437148	0.776180631	2.90E+04	1007	45.70705065	18.09447759	36365	45.87179981	19.54640897
dressed	-0.288488994	0.776672516	2.90E+04	17	44.58823529	18.176423	37294	45.86035287	19.51281009
single	0.286537759	0.778661248	2.91E+04	15	47.86666667	27.13423422	37296	45.85896611	19.50881366
once	-0.281939045	0.779747294	2.91E+04	34	44.97058824	18.39710994	37277	45.86058427	19.513216
deeply	-0.287904878	0.779934953	2.91E+04	10	44.3	17.13378728	37301	45.86019142	19.51279768
youngest	-0.284262022	0.780684679	2.91E+04	14	44.07142857	23.54525687	37297	45.86044454	19.51069363
found	0.278340871	0.781158236	2.91E+04	141	46.31205674	19.36053967	37171	45.85736192	19.51302327
interesting	0.279907237	0.781759387	2.92E+04	27	46.77777778	17.04594094	37284	45.85910846	19.51387102
letting	-0.279969658	0.78189403	2.92E+04	25	45.04	14.64149355	37286	45.86032291	19.51500769
allow	0.280715529	0.782760277	2.92E+04	16	47.25	19.81413637	37295	45.85917683	19.51213188
taken	-0.277887723	0.783137222	2.92E+04	29	44.82758621	20.0108345	37282	45.86057615	19.511875
appreciation	-0.28115362	0.783808903	2.92E+04	12	43.75	26.00393327	37300	45.86072386	19.50981474
date	0.276438807	0.783931085	2.92E+04	34	46.67647059	17.2323174	37277	45.85902836	19.51416029
mean	0.277841219	0.78491863	2.93E+04	16	46.6875	11.91480172	37295	45.85941815	19.51472866
key	-0.286965354	0.78564069	2.93E+04	6	44.5	11.60603291	37305	45.85999196	19.51311286
girl	0.273464628	0.785936364	0.00E+00						
stories	0.280685334	0.786065308	2.93E+04	9	47	12.18605761	37302	45.85949815	19.51354369
organizing	-0.279078504	0.786488607	2.93E+04	10	44	21.07657995	37301	45.86027184	19.51185914
relief	-0.278080383	0.786613225	2.93E+04	11	43.90909091	23.26995722	37300	45.86034853	19.51114224
lifestyle	-0.278590029	0.786848418	2.94E+04	10	44.6	14.29996115	37301	45.86011099	19.51335424
book	0.2714324	0.787071849	2.94E+04	56	46.58928571	20.12847534	37255	45.85867669	19.51133084
minutes	-0.272420972	0.787223201	2.94E+04	30	45.13333333	14.60687919	37281	45.86035782	19.51560055
hold	0.273396839	0.788536709	2.94E+04	15	47.2	18.98947077	37296	45.85923423	19.51245059
hour	0.269838774	0.788703837	2.94E+04	40	46.675	19.10079539	37273	45.85960347	19.51239851
generally	0.279944694	0.788916544	2.94E+04	7	47.71428571	17.52820856	37304	45.85942526	19.51256185
gratitude	-0.273119251	0.789400595	2.95E+04	13	44.61538462	16.42933586	37298	45.86020698	19.51317518
farm	-0.272027192	0.789567067	2.95E+04	15	44.73333333	16.04665816	37297	45.86073947	19.51343785
haircut	0.276922925	0.789834347	2.95E+04	8	47.625	18.03122292	37303	45.85939469	19.51252574
apart	0.272322621	0.789998454	2.95E+04	13	47.07692308	16.11656259	37298	45.85934903	19.5132597
relationships	-0.268207962	0.790109632	2.95E+04	36	45.11111111	16.75329866	37275	45.86049631	19.51466896
plus	-0.270327796	0.790358688	2.95E+04	17	44.88235294	14.9117502	37295	45.86041024	19.51377874
planned	0.272120561	0.791063023	2.95E+04	11	47.81818182	23.87391121	37300	45.85919571	19.51094638
b	0.273471161	0.791415457	2.95E+04	9	47.66666667	19.8242276	37302	45.8593373	19.51218786
soup	0.267072123	0.792446883	2.96E+04	19	47.15789474	21.19293163	37292	45.85911187	19.51140728
amount	0.268892564	0.792577459	2.96E+04	13	47.61538462	23.54619028	37298	45.85916135	19.51081586
under	0.264650696	0.79336115	2.96E+04	27	46.7037037	16.57341433	37284	45.85916211	19.5141573
spot	0.267752553	0.79383841	2.96E+04	12	47	14.75250364	37299	45.85940642	19.51349727
security	-0.26503204	0.793993635	2.96E+04	19	44.52631579	21.93771086	37292	45.86045264	19.51100872
balanced	0.269302559	0.794507816	2.96E+04	9	47.33333333	16.41645516	37302	45.85941773	19.51287334
weather	0.259408992	0.795878425	2.97E+04	96	46.40625	20.62220475	37216	45.85963027	19.51060971
garden	0.259652171	0.796459601	2.97E+04	41	46.51219512	16.09366638	37270	45.85905554	19.51561089
member	-0.262416722	0.797448798	2.98E+04	13	44.15384615	23.44442419	37298	45.86036785	19.51085682
spending	-0.255607669	0.798602731	2.98E+04	150	45.5	17.32234852	37164	45.86244753	19.52027162
done	0.255298345	0.79874362	2.98E+04	207	46.15942029	16.84880497	37108	45.85932952	19.52553306
smiles	-0.257939855	0.798744114	2.98E+04	24	44.875	18.70901317	37287	45.86040711	19.51274477
graduate	-0.261700697	0.798851197	2.98E+04	11	45.09090909	9.741196492	37300	45.86	19.51423467
g	0.262483667	0.7988541	2.98E+04	10	47.3	17.3528736	37301	45.85938715	19.51275343
piano	0.265051394	0.801547543	2.99E+04	6	48.33333333	22.86190427	37305	45.85937542	19.51176276
jacob	0.285093688	0.802379824	2.99E+04	3	49	19.07878403	37308	45.85952075	19.51227815
older	-0.252973121	0.804238277	3.00E+04	14	45	12.71582902	37297	45.86009599	19.51422469
lauren	-0.258932162	0.804338991	3.00E+04	7	43.85714286	20.46483628	37304	45.86014905	19.51209924
efforts	-0.254076395	0.804582542	3.00E+04	11	44	24.28168034	37300	45.86032172	19.51081432
interest	0.258500138	0.80465606	3.00E+04	7	47.57142857	17.52005653	37304	45.85945207	19.51256548
hopefully	-0.258045388	0.804991557	3.00E+04	7	44	19.07004632	37304	45.86012224	19.51232918
socks	-0.248488622	0.808781392	3.02E+04	11	44.54545455	17.55200066	37301	45.86072759	19.51280701
moved	0.243299343	0.809079199	3.02E+04	39	46.58974359	18.74583175	37272	45.85900944	19.51302726
talks	-0.24963782	0.810031777	3.02E+04	8	44.125	19.65733233	37303	45.8601453	19.51223162
math	-0.25108141	0.81012654	3.02E+04	7	43.71428571	22.61057485	37304	45.86017585	19.51171543
blessing	0.242624103	0.811197239	3.03E+04	18	47.05555556	20.91571945	37293	45.8591961	19.511595
praised	-0.249145273	0.811554556	3.03E+04	7	44.14285714	18.23392965	37304	45.86009543	19.51246019
rarely	0.304888919	0.811598974	3.03E+04	2	51.5	26.1629509	37309	45.85947091	19.51202314
task	0.239980071	0.812155678	3.03E+04	28	46.75	19.63674749	37283	45.85910469	19.51216979
independent	-0.244564273	0.812274295	3.03E+04	10	44.6	16.29041982	37301	45.86011099	19.51297778
decorate	0.248125074	0.812310304	3.03E+04	7	48.85714286	31.96575549	37304	45.85921081	19.50958979
compassionate	-0.244368026	0.812423663	3.03E+04	10	44.1	22.77644983	37301	45.86024503	19.51140071
recover	0.247008926	0.81313345	3.03E+04	7	47.85714286	21.39648391	37304	45.85939846	19.5119386
leaves	0.245315115	0.813246025	3.03E+04	8	47.5	18.91333619	37303	45.85942149	19.51237137
things	-0.235414869	0.814019768	3.04E+04	355	45.63943662	17.75952421	36977	45.8626173	19.52595944
rushed	0.250487399	0.814548058	3.04E+04	5	48.4	22.67818335	37306	45.8594328	19.51188632
warmth	-0.238371625	0.814811784	3.04E+04	16	45.125	12.33355856	37296	45.86038717	19.51444925
breath	0.239117152	0.815047383	3.04E+04	13	47.23076923	20.67669318	37298	45.8592954	19.51187287
benefits	0.236903088	0.816160924	3.05E+04	15	47.13333333	20.82535085	37296	45.85926105	19.51174926
secure	0.234988026	0.816208106	3.05E+04	25	46.68	17.46596691	37287	45.85879797	19.51342317
accepts	-0.237128155	0.816248409	3.05E+04	14	44.92857143	14.69413429	37297	45.8601228	19.51373917
needs	-0.233411271	0.816761815	3.05E+04	37	45.08108108	20.30377411	37274	45.86054623	19.51148006
country	0.234637265	0.816997737	3.05E+04	20	46.9	19.83855895	37292	45.85887054	19.51194498
affectionate	-0.238071055	0.817153205	3.05E+04	10	44.7	15.40598729	37301	45.86008418	19.51315276
financial	0.23280932	0.817225565	3.05E+04	37	46.62162162	19.91558763	37274	45.85901701	19.51186714
texts	-0.238461468	0.817515672	3.05E+04	9	44.11111111	22.00252511	37302	45.86019516	19.5116884
load	-0.235305413	0.818717973	3.05E+04	11	44.36363636	21.09157522	37300	45.86021448	19.51181801
youtube	0.235984507	0.819371053	3.06E+04	9	47.33333333	18.734994	37302	45.85941773	19.51242544
broke	0.23194921	0.819515318	3.06E+04	17	46.94117647	19.22716369	37294	45.85928031	19.51238325
oldest	0.22977099	0.820298388	3.06E+04	24	46.79166667	19.87565513	37287	45.85917344	19.51203491
resources	-0.239229717	0.82042063	3.06E+04	6	44.16666667	17.33685862	37305	45.86004557	19.512539
jeff	-0.229724492	0.820892813	3.06E+04	19	44.94736842	17.31561172	37292	45.86023812	19.51326521
drew	-0.232340442	0.821469039	3.06E+04	10	44.1	23.95574624	37301	45.86024503	19.51105994
customer	-0.227993666	0.822368659	3.07E+04	18	44.72222222	21.16269069	37294	45.85970934	19.51157277
caught	-0.226020537	0.822885119	3.07E+04	28	45.03571429	19.2978259	37284	45.86031542	19.5121608
och	0.230680974	0.823350075	3.07E+04	9	47.44444444	20.59800422	37304	45.86041711	19.51206819
txt	0.238226216	0.823408376	3.07E+04	5	47.8	18.21263298	37306	45.85951322	19.51239727
break	-0.224620564	0.823475468	3.07E+04	39	45.15384615	19.63688589	37272	45.86051191	19.51213466
two	0.222839258	0.823877641	3.07E+04	208	46.14423077	18.53833645	37108	45.85690417	19.51799743
dancing	-0.229389682	0.824317769	3.08E+04	9	44.66666667	15.60448653	37302	45.86006112	19.51302085
if	0.22227973	0.824421674	3.08E+04	139	46.18705036	17.35167717	37178	45.85913712	19.52001662
difficult	0.223032382	0.824495058	3.08E+04	47	46.46808511	18.70927585	37264	45.85900601	19.51323437
st	-0.224494604	0.82476608	3.08E+04	20	44.95	18.13248031	37292	45.86050627	19.51273804
petting	0.235822117	0.825148961	3.08E+04	5	47.6	16.50151508	37306	45.85954002	19.512563
significant	0.224709938	0.825448702	3.08E+04	15	46.93333333	18.50662687	37296	45.85934148	19.51263138
med	0.229405778	0.826170977	3.08E+04	7	47.57142857	19.73877016	37305	45.85977751	19.51206447
jess	-0.225618051	0.827147779	3.09E+04	9	45	11.43459663	37303	45.86025253	19.51345377
plant	-0.232534155	0.827535397	3.09E+04	5	42.6	31.34964115	37306	45.86021015	19.51058466
employees	-0.230470347	0.8290323	3.09E+04	5	43	27.74887385	37306	45.86015654	19.5111778
decision	-0.218944932	0.829297314	3.09E+04	18	44.88888889	18.81766657	37293	45.86024187	19.51257483
chance	0.215847768	0.830124863	3.10E+04	44	46.52272727	20.386371	37267	45.85899053	19.51123097
energy	-0.215851536	0.830319479	3.10E+04	37	45.16216216	19.66880428	37274	45.86046574	19.51211131
paint	0.220174991	0.830645744	3.10E+04	10	47.3	20.6884294	37301	45.85938715	19.51196889
flow	0.221482812	0.831036606	3.10E+04	8	47.5	20.94891746	37303	45.85942149	19.51198118
mornings	0.21702864	0.831104674	3.10E+04	16	46.5625	12.95102956	37295	45.85947178	19.51446523
bright	0.214716508	0.832157957	3.10E+04	21	46.52380952	14.1725758	37290	45.8593993	19.51474105
website	-0.214143994	0.83297945	3.11E+04	18	44.94444444	18.13826706	37293	45.86021505	19.51286942
see	-0.210809519	0.833189917	3.11E+04	275	45.63272727	18.04413744	37050	45.86310391	19.52207427
nathan	0.216647709	0.834658963	3.11E+04	8	47.375	19.78410256	37303	45.8594483	19.5122115
assignments	0.218954284	0.835337947	3.12E+04	6	47.16666667	14.62076149	37305	45.85956306	19.51284189
heater	0.213773516	0.835486667	3.12E+04	10	47.6	25.74749179	37301	45.85930672	19.51050974
travel	-0.21023544	0.835506386	3.12E+04	22	45.18181818	15.12688041	37289	45.86017324	19.51446065
daniel	-0.212949144	0.835643522	3.12E+04	11	44.27272727	24.72282714	37300	45.86024129	19.51067289
word	0.21642028	0.835828466	3.12E+04	7	47.57142857	20.92731184	37304	45.85945207	19.51202554
neck	0.21630885	0.835910478	3.12E+04	7	47.28571429	17.44242229	37304	45.85950568	19.51258097
faith	0.207873576	0.837078775	3.12E+04	25	46.6	17.80683389	37287	45.85938799	19.51306595
let	0.205949883	0.837287358	3.12E+04	92	46.23913043	17.68426976	37222	45.85884692	19.51688082
laughed	0.210042689	0.837471116	3.12E+04	12	46.91666667	17.4327713	37299	45.85943323	19.51284688
